rowid,hostname,st_teff,st_rad,st_mass,st_met,st_spectype,st_age,st_rotp
3843,Kepler-32,3900.0,0.53,0.58,0.0,M1 V,5.6,
3844,Kepler-32,3900.0,0.53,0.58,0.0,M1 V,5.6,
3845,Kepler-320,6435.0,1.108,1.072,-0.1228,,2.14,
3846,Kepler-320,6435.0,1.108,1.072,-0.1228,,2.14,
3847,Kepler-321,5740.0,1.194,1.024,0.121,,2.09,
3848,Kepler-321,5740.0,1.194,1.024,0.121,,2.09,
3849,Kepler-322,5388.0,0.89,0.908,0.12,,1.1,
3850,Kepler-322,5388.0,0.89,0.908,0.12,,1.1,
3851,Kepler-323,6004.0,1.12,1.015,-0.14,,5.4,
3852,Kepler-323,6004.0,1.12,1.015,-0.14,,5.4,
3853,Kepler-324,5194.0,0.84,0.901,0.18,,3.39,
3854,Kepler-324,5194.0,0.84,0.901,0.18,,3.39,
3855,Kepler-324,5191.0,0.826,0.844,0.08,,3.39,
3856,Kepler-325,5752.0,1.003,0.914,0.02,,0.93,
3857,Kepler-325,5752.0,1.003,0.914,0.02,,0.93,
3858,Kepler-325,5752.0,1.003,0.914,0.02,,0.93,
3859,Kepler-326,5105.0,0.801,0.91,0.2385,,13.18,
3860,Kepler-326,5105.0,0.801,0.91,0.2385,,13.18,
3861,Kepler-326,5105.0,0.801,0.91,0.2385,,13.18,
3862,Kepler-327,3799.0,0.492,0.591913,-0.2,,3.28,
3863,Kepler-327,3799.0,0.492,0.591913,-0.2,,3.28,
3864,Kepler-327,3799.0,0.492,0.591913,-0.2,,3.28,
3865,Kepler-328,6064.0,1.06,1.15,0.08,,2.57,
3866,Kepler-328,6064.0,1.06,1.15,0.08,,2.57,
3867,Kepler-329,4257.0,0.523,0.602,-0.44,,3.47,
3868,Kepler-329,4257.0,0.523,0.602,-0.44,,3.47,
3869,Kepler-33,5904.0,1.82,1.291,0.025,,4.27,
3870,Kepler-33,5904.0,1.82,1.291,0.025,,4.27,
3871,Kepler-33,5904.0,1.82,1.291,0.025,,4.27,
3872,Kepler-33,5904.0,1.82,1.291,0.025,,4.27,
3873,Kepler-33,5904.0,1.82,1.291,0.025,,4.27,
3874,Kepler-330,5117.0,0.722,0.848,0.16,,3.47,
3875,Kepler-330,5117.0,0.722,0.848,0.16,,3.47,
3876,Kepler-331,4347.0,0.492,0.653,0.1179,,1.2,
3877,Kepler-331,4347.0,0.492,0.653,0.1179,,1.2,
3878,Kepler-331,4347.0,0.492,0.653,0.1179,,1.2,
3879,Kepler-332,4955.0,0.72,0.743,-0.13,,2.82,
3880,Kepler-332,4955.0,0.72,0.743,-0.13,,2.82,
3881,Kepler-332,4955.0,0.72,0.743,-0.13,,2.82,
3882,Kepler-333,4259.0,0.534,0.601,0.0465,,3.24,
3883,Kepler-333,4259.0,0.534,0.601,0.0465,,3.24,
3884,Kepler-334,5828.0,1.068,1.022,-0.012,,2.75,
3885,Kepler-334,5828.0,1.068,1.022,-0.012,,2.75,
3886,Kepler-334,5828.0,1.068,1.022,-0.012,,2.75,
3887,Kepler-335,5877.0,1.854,1.367,0.278,,3.09,
3888,Kepler-335,5877.0,1.854,1.367,0.278,,3.09,
3889,Kepler-336,5867.0,1.304,1.09,0.337,,4.9,
3890,Kepler-336,5867.0,1.304,1.09,0.337,,4.9,
3891,Kepler-336,5867.0,1.304,1.09,0.337,,4.9,
3892,Kepler-337,5684.0,1.761,1.081,0.07,,7.94,
3893,Kepler-337,5684.0,1.761,1.081,0.07,,7.94,
3894,Kepler-338,5923.0,1.735,1.105,-0.029,,6.46,
3895,Kepler-338,5923.0,1.735,1.105,-0.029,,6.46,
3896,Kepler-338,5923.0,1.735,1.105,-0.029,,6.46,
3897,Kepler-338,5999.0,1.735,1.14,-0.029,,6.46,
3898,Kepler-339,5631.0,0.802,0.87,0.033,,0.98,
3899,Kepler-339,5631.0,0.802,0.87,0.033,,0.98,
3900,Kepler-339,5631.0,0.802,0.87,0.033,,0.98,
3901,Kepler-34,5913.0,1.1618,1.0479,-0.07,,,
3902,Kepler-340,6620.0,1.85,1.65,0.06,,1.29,
3903,Kepler-340,6620.0,1.85,1.65,0.06,,1.29,
3904,Kepler-341,6012.0,1.024,0.976,0.07,,9.12,
3905,Kepler-341,6012.0,1.024,0.976,0.07,,9.12,
3906,Kepler-341,6012.0,1.024,0.976,0.07,,9.12,
3907,Kepler-341,6012.0,1.024,0.976,0.07,,9.12,
3908,Kepler-342,6175.0,1.472,1.213,-0.0006,,2.82,
3909,Kepler-342,6175.0,1.472,1.213,-0.0006,,2.82,
3910,Kepler-342,6175.0,1.472,1.213,-0.0006,,2.82,
3911,Kepler-342,6366.0,1.34,1.26,0.12,,2.04,
3912,Kepler-343,5807.0,1.433,1.055,0.1445,,6.46,
3913,Kepler-343,5807.0,1.433,1.055,0.1445,,6.46,
3914,Kepler-344,5774.0,0.976,0.931,0.0399,,2.51,
3915,Kepler-344,5774.0,0.976,0.931,0.0399,,2.51,
3916,Kepler-345,4504.0,0.623,0.61,0.1905,,2.75,
3917,Kepler-345,4504.0,0.623,0.61,0.1905,,2.75,
3918,Kepler-346,6033.0,1.021,0.943,0.1,,2.4,
3919,Kepler-346,6033.0,1.021,0.943,0.1,,2.4,
3920,Kepler-347,6088.0,1.005,0.922,-0.14,,11.75,
3921,Kepler-347,6088.0,1.005,0.922,-0.14,,11.75,
3922,Kepler-347,5592.0,1.451,1.0,0.16,,11.75,
3923,Kepler-348,6177.0,1.359,1.189,-0.03,,2.29,
3924,Kepler-348,6177.0,1.359,1.189,-0.03,,2.29,
3925,Kepler-349,5956.0,0.927,1.083,0.1509,,0.55,
3926,Kepler-349,5956.0,0.927,1.083,0.1509,,0.55,
3927,Kepler-35,5606.0,1.0284,0.8877,-0.34,,,
3928,Kepler-350,6186.0,1.534,1.19,0.041,,4.0,
3929,Kepler-350,6492.3,1.25,1.0,0.041,,4.0,
3930,Kepler-350,6492.3,1.25,1.0,0.041,,4.0,
3931,Kepler-351,5643.0,0.854,0.81,-0.16,,2.9,
3932,Kepler-351,5643.0,0.854,0.81,-0.16,,2.9,
3933,Kepler-351,5225.0,0.78,0.81,-0.16,,4.9,
3934,Kepler-352,5212.0,0.781,0.798,-0.11,,1.7,
3935,Kepler-352,5212.0,0.781,0.798,-0.11,,1.7,
3936,Kepler-352,5208.0,0.772,0.796,-0.14,,1.7,
3937,Kepler-353,3903.0,0.504,0.553,-0.12,,4.59,
3938,Kepler-353,3903.0,0.504,0.553,-0.12,,4.59,
3939,Kepler-354,4648.0,0.674,0.652,-0.03,,13.8,
3940,Kepler-354,4648.0,0.674,0.652,-0.03,,13.8,
3941,Kepler-354,4648.0,0.674,0.652,-0.03,,13.8,
3942,Kepler-355,6184.0,1.066,0.933,-0.06,,10.0,
3943,Kepler-355,6184.0,1.066,0.933,-0.06,,10.0,
3944,Kepler-356,6133.0,1.335,1.163,-0.0226,,4.17,
3945,Kepler-356,6133.0,1.335,1.163,-0.0226,,4.17,
3946,Kepler-357,5036.0,0.834,0.794,0.06,,2.14,
3947,Kepler-357,5036.0,0.834,0.794,0.06,,2.14,
3948,Kepler-357,5036.0,0.834,0.794,0.06,,2.14,
3949,Kepler-358,5908.0,0.954,0.94,0.035,,0.4,
3950,Kepler-358,5908.0,0.954,0.94,0.035,,0.4,
3951,Kepler-359,6248.0,1.086,0.827,-0.29,,3.02,
3952,Kepler-359,6248.0,1.086,0.827,-0.29,,3.02,
3953,Kepler-359,6248.0,1.086,0.827,-0.29,,3.02,
3954,Kepler-36,5979.0,1.634,1.034,-0.18,,7.41,
3955,Kepler-36,5979.0,1.634,1.034,-0.18,,7.41,
3956,Kepler-360,6053.0,1.058,0.994,0.15,,1.41,
3957,Kepler-360,6053.0,1.058,0.994,0.15,,1.41,
3958,Kepler-361,6169.0,1.343,1.191,0.04,,3.89,
3959,Kepler-361,6169.0,1.343,1.191,0.04,,3.89,
3960,Kepler-362,5788.0,0.722,0.904,-0.12,,12.88,
3961,Kepler-362,5788.0,0.722,0.904,-0.12,,12.88,
3962,Kepler-363,5593.0,1.485,1.226,0.3965,,5.5,
3963,Kepler-363,5593.0,1.485,1.226,0.3965,,5.5,
3964,Kepler-363,5593.0,1.485,1.226,0.3965,,5.5,
3965,Kepler-364,6108.0,1.284,1.076,-0.031,,0.63,
3966,Kepler-364,6108.0,1.284,1.076,-0.031,,0.63,
3967,Kepler-365,6012.0,1.048,1.02,-0.218,,4.0,
3968,Kepler-365,6012.0,1.048,1.02,-0.218,,4.0,
3969,Kepler-366,6209.0,1.048,1.088,-0.06,,6.61,
3970,Kepler-366,6209.0,1.048,1.088,-0.06,,6.61,
3971,Kepler-367,4710.0,0.695,0.768,0.1974,,2.29,
3972,Kepler-367,4710.0,0.695,0.768,0.1974,,2.29,
3973,Kepler-368,5502.0,2.019,1.165,0.03,,6.46,
3974,Kepler-368,5502.0,2.019,1.165,0.03,,6.46,
3975,Kepler-369,3591.0,0.471,0.5,-0.09,,4.17,
3976,Kepler-369,3591.0,0.471,0.5,-0.09,,4.17,
3977,Kepler-37,5357.0,0.789,0.79,-0.36,,7.6,
3978,Kepler-37,5357.0,0.789,0.79,-0.36,,7.6,
3979,Kepler-37,5357.0,0.789,0.79,-0.36,,7.6,
3980,Kepler-37,5288.0,0.772,0.8,-0.25,,3.8,
3981,Kepler-370,5852.0,0.9,0.982,0.1323,,6.03,
3982,Kepler-370,5852.0,0.9,0.982,0.1323,,6.03,
3983,Kepler-371,5666.0,0.992,0.876,-0.1975,,12.88,
3984,Kepler-371,5666.0,0.992,0.876,-0.1975,,12.88,
3985,Kepler-372,6509.0,1.137,1.202,-0.13,,2.349,
3986,Kepler-372,6509.0,1.137,1.202,-0.13,,2.349,
3987,Kepler-372,6509.0,1.137,1.202,-0.13,,2.349,
3988,Kepler-373,5787.0,0.845,0.981,0.14,,10.96,
3989,Kepler-373,5787.0,0.845,0.981,0.14,,10.96,
3990,Kepler-374,5977.0,0.911,1.033,0.1111,,8.51,
3991,Kepler-374,5977.0,0.911,1.033,0.1111,,8.51,
3992,Kepler-374,5977.0,0.911,1.033,0.1111,,8.51,
3993,Kepler-375,5826.0,0.837,0.891,-0.04,,0.4,
3994,Kepler-375,5826.0,0.837,0.891,-0.04,,0.4,
3995,Kepler-376,5900.0,1.175,0.968,-0.1038,,1.91,
3996,Kepler-376,5900.0,1.175,0.968,-0.1038,,1.91,
3997,Kepler-377,5949.0,1.224,1.043,0.05,,5.5,
3998,Kepler-377,5949.0,1.224,1.043,0.05,,5.5,
3999,Kepler-378,4661.0,0.671,0.78,0.1369,,3.24,
4000,Kepler-378,4661.0,0.671,0.78,0.1369,,3.24,
4001,Kepler-379,6054.0,1.306,1.125,0.09,,2.24,
4002,Kepler-379,6054.0,1.306,1.125,0.09,,2.24,
4003,Kepler-38,5623.0,1.752,0.941,-0.11,G4 V,10.0,
4004,Kepler-380,6045.0,1.224,0.99,-0.16,,4.43,
4005,Kepler-380,6045.0,1.224,0.99,-0.16,,4.43,
4006,Kepler-381,6152.0,1.568,1.144,-0.2016,,2.57,
4007,Kepler-381,6152.0,1.568,1.144,-0.2016,,2.57,
4008,Kepler-381,6197.0,2.188,1.198,-0.32,,2.57,
4009,Kepler-382,5600.0,0.945,1.002,0.082,,7.08,
4010,Kepler-382,5600.0,0.945,1.002,0.082,,7.08,
4011,Kepler-383,4710.0,0.672,0.669,-0.1785,,13.9,
4012,Kepler-383,4710.0,0.672,0.669,-0.1785,,13.9,
4013,Kepler-384,5577.0,0.882,0.882,-0.29,,12.88,
4014,Kepler-384,5577.0,0.882,0.882,-0.29,,12.88,
4015,Kepler-385,6326.0,1.126,0.992,0.01,,3.31,
4016,Kepler-385,6326.0,1.126,0.992,0.01,,3.31,
4017,Kepler-385,5829.0,1.157,1.05,0.01,,3.31,
4018,Kepler-386,5178.0,0.767,0.825,0.07,,9.9,
4019,Kepler-386,5178.0,0.767,0.825,0.07,,9.9,
4020,Kepler-387,5774.0,1.046,0.85,-0.3,,1.01,
4021,Kepler-387,5774.0,1.046,0.85,-0.3,,1.01,
4022,Kepler-388,4498.0,0.586,0.635,0.0,,13.9,
4023,Kepler-388,4498.0,0.586,0.635,0.0,,13.9,
4024,Kepler-389,5376.0,0.792,0.765,-0.1,,1.86,
4025,Kepler-389,5376.0,0.792,0.765,-0.1,,1.86,
4026,Kepler-39,6350.0,1.4,1.29,0.1,F7 V,2.1,4.5
4027,Kepler-390,5166.0,0.776,0.787,-0.0443,,3.24,
4028,Kepler-390,5166.0,0.776,0.787,-0.0443,,3.24,
4029,Kepler-391,5038.0,2.879,1.27,0.04,K2 III-IV,4.365,
4030,Kepler-391,5038.0,2.879,1.27,0.04,K2 III-IV,4.365,
4031,Kepler-392,5938.0,1.129,0.874,-0.4362,,2.97,
4032,Kepler-392,5938.0,1.129,0.874,-0.4362,,2.97,
4033,Kepler-393,6189.0,1.382,1.256,0.0322,,2.82,
4034,Kepler-393,6189.0,1.382,1.256,0.0322,,2.82,
4035,Kepler-394,6402.0,1.132,0.87,-0.3,,0.25,
4036,Kepler-394,6402.0,1.132,0.87,-0.3,,0.25,
4037,Kepler-394,6398.0,1.101,1.141,-0.14,,0.25,
4038,Kepler-395,4262.0,0.556,0.622827,-0.02,,1.6,19.92
4039,Kepler-395,4262.0,0.556,0.622827,-0.02,,1.6,19.92
4040,Kepler-396,5656.0,1.06,0.85,0.1558,,0.62,
4041,Kepler-396,5656.0,1.06,0.85,0.1558,,0.62,
4042,Kepler-397,5307.0,0.767,0.844,-0.24,,5.25,
4043,Kepler-397,5307.0,0.767,0.844,-0.24,,5.25,
4044,Kepler-398,4493.0,0.613,0.649,0.0528,,2.34,
4045,Kepler-398,4493.0,0.613,0.649,0.0528,,2.34,
4046,Kepler-398,4557.0,0.67,0.72,-0.06,,2.34,
4047,Kepler-399,5502.0,0.68,0.902,0.14,,3.98,
4048,Kepler-399,5502.0,0.68,0.902,0.14,,3.98,
4049,Kepler-399,5502.0,0.68,0.902,0.14,,3.98,
4050,Kepler-4,5857.0,1.487,1.223,0.17,,4.5,
4051,Kepler-40,6510.0,2.13,1.48,0.1,F5 IV,2.8,
4052,Kepler-400,5886.0,1.145,1.08,0.0844,,3.63,
4053,Kepler-400,5886.0,1.145,1.08,0.0844,,3.63,
4054,Kepler-401,6117.0,1.333,1.173,0.0,,3.55,
4055,Kepler-401,6117.0,1.333,1.173,0.0,,3.55,
4056,Kepler-401,6184.0,1.29,1.17,0.02,,3.39,
4057,Kepler-402,6090.0,1.264,1.072,-0.08,,1.4,
4058,Kepler-402,6090.0,1.264,1.072,-0.08,,1.4,
4059,Kepler-402,6090.0,1.264,1.072,-0.08,,1.4,
4060,Kepler-402,6090.0,1.264,1.072,-0.08,,1.4,
4061,Kepler-403,6090.0,1.329,1.299,0.079,,3.09,
4062,Kepler-403,6090.0,1.329,1.299,0.079,,3.09,
4063,Kepler-403,6209.0,1.45,1.25,0.16,,3.09,
4064,Kepler-404,5654.0,0.884,0.86,-0.03,,1.35,
4065,Kepler-404,5654.0,0.884,0.86,-0.03,,1.35,
4066,Kepler-405,5818.0,0.893,0.873,-0.06,,2.09,
4067,Kepler-405,5818.0,0.893,0.873,-0.06,,2.09,
4068,Kepler-406,5538.0,1.07,1.07,0.18,,5.84,
4069,Kepler-406,5538.0,1.07,1.07,0.18,,5.84,
4070,Kepler-407,5487.0,1.04,0.99,0.35,G,2.88,
4071,Kepler-407,5476.0,1.01,1.0,0.33,G,7.47,
4072,Kepler-408,6104.0,1.23,1.08,-0.2,,6.68,
4073,Kepler-409,5421.0,0.897,0.913,0.05,,5.8,
4074,Kepler-41,5750.0,1.29,1.15,0.38,G2 V,4.4,
4075,Kepler-410 A,6273.0,1.352,1.214,0.01,,2.76,
4076,Kepler-411,4974.0,0.82,0.87,0.21,K2 V,0.212,10.4
4077,Kepler-411,4974.0,0.82,0.87,0.21,K2 V,0.212,10.4
4078,Kepler-411,4974.0,0.82,0.87,0.21,K2 V,0.212,10.4
4079,Kepler-411,4974.0,0.82,0.87,0.21,K2 V,0.212,10.4
4080,Kepler-412,5750.0,1.287,1.167,0.27,G3 V,5.37,
4081,Kepler-413,4700.0,0.7761,0.82,-0.2,,,
4082,Kepler-414,5536.0,0.946,0.89,0.18,,1.55,
4083,Kepler-414,5536.0,0.946,0.89,0.18,,1.55,
4084,Kepler-415,4362.0,0.643,0.67,0.01,,4.9,
4085,Kepler-415,4362.0,0.643,0.67,0.01,,4.9,
4086,Kepler-416,5718.0,1.075,1.0,0.1259,,2.69,
4087,Kepler-416,5718.0,1.075,1.0,0.1259,,2.69,
4088,Kepler-416,5670.0,1.022,0.949,0.06,,2.69,
4089,Kepler-417,5177.0,0.806,0.9,-0.204,,4.9,
4090,Kepler-417,5177.0,0.806,0.9,-0.204,,4.9,
4091,Kepler-418,5820.0,1.09,0.98,-0.05,,7.0,
4092,Kepler-418,5822.0,1.081,0.957,-0.06,,2.1,
4093,Kepler-419,6430.0,1.74,1.39,0.176,,2.14,4.492
4094,Kepler-419,6430.0,1.74,1.39,0.176,,2.14,4.492
4095,Kepler-42,3068.0,0.17,0.13,-0.33,M,4.5,
4096,Kepler-42,3068.0,0.17,0.13,-0.33,M,4.5,
4097,Kepler-42,3068.0,0.17,0.13,-0.33,M,4.5,
4098,Kepler-421,5308.0,0.757,0.794,-0.25,G9/K0,4.0,
4099,Kepler-422,5972.0,1.24,1.15,0.23,,3.4,
4100,Kepler-423,5560.0,0.95,0.85,-0.1,G4 V,11.0,22.05
4101,Kepler-424,5460.0,0.94,1.01,0.44,,4.9,
4102,Kepler-424,5460.0,0.94,1.01,0.44,,4.9,
4103,Kepler-425,5170.0,0.86,0.93,0.24,K1 V,5.0,
4104,Kepler-426,5725.0,0.92,0.91,-0.21,G1 V,6.0,
4105,Kepler-427,5800.0,1.35,0.96,-0.19,G2 V,7.0,
4106,Kepler-428,5150.0,0.8,0.87,0.09,K1 V,5.0,
4107,Kepler-43,6041.0,1.42,1.32,0.33,F8 V,0.69,12.95
4108,Kepler-430,5884.0,1.485,1.166,0.2,,4.68,
4109,Kepler-430,5884.0,1.485,1.166,0.2,,4.68,
4110,Kepler-431,6004.0,1.092,1.071,0.07,,4.34,
4111,Kepler-431,6004.0,1.092,1.071,0.07,,4.34,
4112,Kepler-431,6004.0,1.092,1.071,0.07,,4.34,
4113,Kepler-432,4995.0,4.06,1.32,-0.07,,4.2,77.0
4114,Kepler-432,4995.0,4.06,1.32,-0.07,,4.2,77.0
4115,Kepler-433,6360.0,2.26,1.46,-0.01,,2.67,
4116,Kepler-434,5977.0,1.38,1.198,0.25,,4.0,
4117,Kepler-435,6161.0,3.21,1.538,-0.18,,2.25,
4118,Kepler-436,4651.0,0.697,0.729,0.01,,3.0,
4119,Kepler-436,4685.0,0.71,0.75,0.02,,4.07,
4120,Kepler-437,4551.0,0.68,0.707,0.0,,2.9,
4121,Kepler-438,3748.0,0.52,0.544,0.16,,4.4,
4122,Kepler-439,5431.0,0.866,0.884,0.02,,7.2,
4123,Kepler-44,5800.0,1.35,1.12,0.15,G2 IV,5.8,
4124,Kepler-440,4134.0,0.559,0.575,-0.3,,1.3,
4125,Kepler-441,4340.0,0.55,0.572,-0.57,,1.9,
4126,Kepler-442,4402.0,0.598,0.609,-0.37,,2.9,
4127,Kepler-443,4723.0,0.706,0.738,-0.01,,3.2,
4128,Kepler-444,5046.0,0.752,0.758,-0.55,K,11.23,
4129,Kepler-444,5046.0,0.752,0.758,-0.55,K,11.23,
4130,Kepler-444,5046.0,0.752,0.758,-0.55,K,11.23,
4131,Kepler-444,5046.0,0.752,0.758,-0.55,K,11.23,
4132,Kepler-444,5046.0,0.752,0.758,-0.55,K,11.23,
4133,Kepler-445,3157.0,0.21,0.18,0.27,M4,6.61,
4134,Kepler-445,3157.0,0.21,0.18,0.27,M4,6.61,
4135,Kepler-445,3157.0,0.21,0.18,0.27,M4,6.61,
4136,Kepler-446,3359.0,0.24,0.22,-0.3,M4,3.72,
4137,Kepler-446,3359.0,0.24,0.22,-0.3,M4,3.72,
4138,Kepler-446,3359.0,0.24,0.22,-0.3,M4,3.72,
4139,Kepler-447,5493.0,1.05,1.0,0.07,G8 V,1.62,
4140,KOI-12,6635.0,1.4,1.5,0.0815,,1.45,
4141,Kepler-449,5649.18,1.467,1.02,-0.1651,,9.77,
4142,Kepler-449,5649.18,1.467,1.02,-0.1651,,9.77,
4143,Kepler-45,3820.0,0.55,0.59,0.28,M,0.5,15.8
4144,Kepler-450,6197.21,1.64162,1.19,0.1278,,2.57,
4145,Kepler-450,6197.21,1.64162,1.19,0.1278,,2.57,
4146,Kepler-450,6197.21,1.64162,1.19,0.1278,,2.57,
4147,2MASS J19383260+4603591,29564.0,0.203,0.48,-0.092,,,
4148,2MASS J19383260+4603591,29564.0,0.203,0.48,-0.092,,,
4149,Kepler-452,5757.0,1.11,1.037,0.21,G2,6.0,
4150,Kepler-453,5527.0,0.833,0.944,0.09,,2.49,
4151,Kepler-454,5687.0,1.066,1.03,0.32,,5.25,
4152,Kepler-454,5687.0,1.066,1.03,0.32,,5.25,
4153,Kepler-454,5687.0,1.066,1.03,0.32,,5.25,
4154,KOI-7892,6474.0,1.242,1.148,-0.16,,,
4155,KIC 9663113,6117.21,2.21562,1.15,0.1436,,2.14,
4156,Kepler-46,5155.0,0.938,0.902,0.41,,9.7,
4157,Kepler-46,5155.0,0.938,0.902,0.41,,9.7,
4158,Kepler-46,5309.0,0.79,0.883,0.17,,2.34,
4159,KIC 5437945,6146.0,1.26,1.17,0.06,,3.16,
4160,Kepler-461,5634.0,0.91,0.98,0.04,,2.51,
4161,Kepler-462,7500.0,1.57,1.59,0.05,,0.5,0.367
4162,Kepler-462,7500.0,1.57,1.59,0.05,,0.5,0.367
4163,Kepler-463,5661.0,0.9,0.87,-0.28,,7.41,
4164,Kepler-464,5933.0,1.59,1.21,0.19,,4.9,
4165,Kepler-465,6310.0,1.29,1.23,0.09,,2.19,
4166,Kepler-466,5927.0,1.05,1.04,-0.01,,3.47,
4167,Kepler-466,5927.0,1.05,1.04,-0.01,,3.47,
4168,Kepler-467,5809.0,1.37,1.05,0.06,,8.13,
4170,Kepler-47,5636.0,0.936,0.957,-0.25,,,
4171,Kepler-47,5636.0,0.936,0.957,-0.25,,,
4172,Kepler-47,5636.0,0.936,0.957,-0.25,,,
4174,Kepler-472,4996.0,0.78,0.85,0.16,,2.69,
4175,Kepler-473,5816.0,1.34,1.06,0.12,,6.92,
4176,Kepler-474,5785.0,1.08,0.99,-0.01,,6.76,
4177,Kepler-475,5009.0,0.79,0.86,0.21,,2.69,
4178,Kepler-476,5837.0,1.09,1.03,0.04,,5.37,
4179,Kepler-477,5240.0,0.79,0.87,-0.04,,2.09,
4180,Kepler-478,5210.0,0.8,0.85,-0.03,,4.9,
4181,Kepler-479,5247.0,0.81,0.86,-0.02,,4.27,
4182,Kepler-48,5194.0,0.89,0.88,0.17,,3.14,
4183,Kepler-48,5194.0,0.89,0.88,0.17,,3.14,
4184,Kepler-48,5194.0,0.89,0.88,0.17,,3.14,
4185,Kepler-48,5194.0,0.89,0.88,0.17,,3.14,
4186,Kepler-48,5190.0,0.836,0.916,0.26,,2.69,
4187,Kepler-480,6322.0,1.34,1.25,0.11,,2.34,
4188,Kepler-481,5802.0,1.09,1.01,0.03,,6.17,
4189,Kepler-482,4871.0,0.72,0.75,-0.13,,6.03,
4190,Kepler-483,6346.0,1.47,1.28,0.09,,2.63,
4191,Kepler-484,5668.0,0.87,0.96,-0.1,,1.48,
4194,Kepler-487,5444.0,0.88,0.91,0.0,,5.62,
4195,Kepler-487,5422.0,0.887,0.874,0.02,,4.68,
4196,Kepler-489,5014.0,0.76,0.82,0.0,,3.31,
4197,Kepler-49,4095.6,0.618,0.607,0.03,M1 V,2.88,
4198,Kepler-49,4095.6,0.618,0.607,0.03,M1 V,2.88,
4199,Kepler-49,4252.0,0.559,0.549,0.03,M1 V,2.88,
4200,Kepler-49,4252.0,0.559,0.549,0.03,M1 V,2.88,
4202,Kepler-491,5582.0,1.03,1.04,0.37,,4.47,
4204,Kepler-495,5346.0,0.83,0.86,-0.07,,4.37,
4205,Kepler-495,5392.0,1.087,0.888,0.18,,0.6,
4206,Kepler-496,5293.0,0.82,0.86,-0.03,,4.57,
4207,Kepler-497,5834.0,1.11,1.09,0.24,,3.55,
4208,Kepler-498,5744.0,0.96,0.98,-0.04,,3.89,
4209,Kepler-499,5312.0,0.83,0.87,0.0,,4.57,
4210,Kepler-5,6297.0,1.793,1.374,0.04,,2.88,
4211,Kepler-50,6225.0,1.58,1.24,0.03,,3.8,
4212,Kepler-50,6225.0,1.58,1.24,0.03,,3.8,
4213,Kepler-500,5813.0,1.03,1.02,0.03,,4.37,
4214,Kepler-501,5904.0,1.04,1.03,-0.03,,3.31,
4215,Kepler-501,5794.0,1.216,1.032,0.14,,0.3,
4216,Kepler-502,6125.0,1.22,1.15,0.05,,3.09,
4217,Kepler-504,3519.0,0.33,0.33,-0.31,,4.17,
4218,Kepler-505,3931.0,0.53,0.55,-0.19,,3.16,
4219,Kepler-506,6236.0,1.19,1.19,0.09,,1.74,
4220,Kepler-507,6113.0,1.32,1.16,0.06,,3.8,
4221,Kepler-508,6025.0,1.25,1.16,0.18,,3.55,
4222,Kepler-509,6060.0,1.2,1.1,0.01,,4.27,
4223,Kepler-51,6018.0,0.94,1.04,0.05,,0.3,8.222
4224,Kepler-51,6018.0,0.94,1.04,0.05,,0.3,8.222
4225,Kepler-51,6018.0,0.94,1.04,0.05,,0.3,8.222
4226,Kepler-51,5674.0,0.87,0.96,0.047,,0.7,8.222
4227,Kepler-510,5746.0,1.41,0.91,-0.35,,10.47,
4228,Kepler-511,5770.0,1.2,1.0,0.01,,7.94,
4229,Kepler-511,5866.0,1.417,0.958,-0.2,,9.12,
4230,Kepler-512,5997.0,1.3,1.17,0.22,,3.72,
4231,Kepler-513,5849.0,1.06,1.02,-0.01,,5.5,
4232,Kepler-514,6106.0,1.44,1.28,0.36,,2.69,
4233,Kepler-515,5293.0,0.83,0.9,0.08,,3.39,
4234,Kepler-516,7099.0,2.02,1.62,0.01,,1.32,
4235,Kepler-517,5690.0,0.98,0.95,-0.06,,6.31,
4236,Kepler-518,5842.0,0.88,0.96,-0.23,,1.35,
4237,Kepler-519,5260.0,0.8,0.89,0.01,,1.91,
4238,Kepler-52,4075.0,0.52,0.54,0.0,M0 V,1.01,
4239,Kepler-52,4075.0,0.52,0.54,0.0,M0 V,1.01,
4240,Kepler-52,4263.0,0.556,0.577,0.0,M0 V,1.01,
4241,Kepler-520,6112.0,1.09,1.1,-0.03,,2.04,
4242,Kepler-520,6112.0,1.09,1.1,-0.03,,2.04,
4243,Kepler-521,6406.0,1.46,1.34,0.25,,1.78,
4244,Kepler-522,6392.0,1.98,1.54,0.41,,1.7,
4245,Kepler-523,5515.0,0.86,0.93,-0.03,,2.45,
4246,Kepler-524,6014.0,1.1,1.09,0.02,,3.02,
4247,Kepler-524,6014.0,1.1,1.09,0.02,,3.02,
4248,Kepler-525,5573.0,1.15,0.95,0.11,,10.47,
4249,Kepler-526,5894.0,1.14,1.15,0.34,,2.14,
4250,Kepler-527,6388.0,1.45,1.28,0.03,,2.4,
4251,Kepler-528,5807.0,1.06,1.01,0.02,,5.5,
4252,Kepler-529,6087.0,1.14,1.07,-0.1,,3.98,
4253,Kepler-529,6087.0,1.14,1.07,-0.1,,3.98,
4254,Kepler-529,6078.0,1.189,1.005,-0.16,,0.2,
4255,Kepler-53,5858.0,0.89,0.98,0.0,,0.3,
4256,Kepler-53,5858.0,0.89,0.98,0.0,,0.3,
4257,Kepler-53,6085.0,0.958,0.966,0.0,,0.3,
